year category name film result
1946 Actor "Cornel Wilde" "A Song to Remember" Nominee
1946 Actress "Joan Crawford" "Mildred Pierce" Winner
1946 Actress "Ingrid Bergman" "The Bells of St. Mary's" Nominee
1946 Actress "Greer Garson" "The Valley of Decision" Nominee
1946 Actress "Jennifer Jones" "Love Letters" Nominee
1946 Actress "Gene Tierney" "Leave Her to Heaven" Nominee
1946 Directing "Billy Wilder" "The Lost Weekend" Winner
1946 Directing "Leo McCarey" "The Bells of St. Mary's" Nominee
1946 Directing "Clarence Brown" "National Velvet" Nominee
1946 Directing "Jean Renoir" "The Southerner" Nominee
1946 Directing "Alfred Hitchcock" Spellbound Nominee
1946 "Best Motion Picture" "The Lost Weekend" Paramount Winner
1946 "Best Motion Picture" "Anchors Aweigh" Metro-Goldwyn-Mayer Nominee
1946 "Best Motion Picture" "The Bells of St. Mary's" "Rainbow Productions" Nominee
1946 "Best Motion Picture" "Mildred Pierce" "Warner Bros." Nominee
1946 "Best Motion Picture" Spellbound "Selznick International Pictures" Nominee
1946 "Special Effects" "Wonder Man" "Photographic Effects by John Fulton; Sound Effects by Arthur W. Johns" Winner
1946 "Special Effects" "Captain Eddie" "Photographic Effects by Fred Sersen, Sol Halprin; Sound Effects by Roger Heman, Harry Leonard" Nominee
1946 "Special Effects" Spellbound "Photographic Effects by Jack Cosgrove" Nominee
1946 "Special Effects" "They Were Expendable" "Photographic Effects by A. Arnold Gillespie, Donald Jahraus, Robert A. MacDonald; Sound Effects by Michael Steinore" Nominee
1946 "Special Effects" "A Thousand and One Nights" "Photographic Effects by Lawrence W. Butler; Sound Effects by Ray Bomba" Nominee
1947 Actor "Fredric March" "The Best Years of Our Lives" Winner
1947 Actor "Laurence Olivier" "Henry V" Nominee
1947 Actor "Larry Parks" "The Jolson Story" Nominee
1947 Actor "Gregory Peck" "The Yearling" Nominee
1947 Actor "James Stewart" "It's a Wonderful Life" Nominee
1947 Actress "Olivia de Havilland" "To Each His Own" Winner
1947 Actress "Celia Johnson" "Brief Encounter" Nominee
1947 Actress "Jennifer Jones" "Duel in the Sun" Nominee
1947 Actress "Rosalind Russell" "Sister Kenny" Nominee
1947 Actress "Jane Wyman" "The Yearling" Nominee
1947 Directing "William Wyler" "The Best Years of Our Lives" Winner
1947 Directing "David Lean" "Brief Encounter" Nominee
1947 Directing "Frank Capra" "It's a Wonderful Life" Nominee
1947 Directing "Robert Siodmak" "The Killers" Nominee
1947 Directing "Clarence Brown" "The Yearling" Nominee
1947 "Best Motion Picture" "The Best Years of Our Lives" "Samuel Goldwyn Productions" Winner
1947 "Best Motion Picture" "Henry V" "J. Arthur Rank-Two Cities Films" Nominee
1947 "Best Motion Picture" "It's a Wonderful Life" "Liberty Films" Nominee
1947 "Best Motion Picture" "The Razor's Edge" "20th Century-Fox" Nominee
1947 "Best Motion Picture" "The Yearling" Metro-Goldwyn-Mayer Nominee
1947 "Special Effects" "Blithe SpiritA Stolen Life" "Special Visual Effects by Thomas HowardSpecial Visual Effects by William McGann; Special Audible Effects by Nathan Levinson" Winner
1947 "Special Effects" "A Stolen Life" "Special Visual Effects by William McGann; Special Audible Effects by Nathan Levinson" Nominee
1948 Actor "Ronald Colman" "A Double Life" Winner
1948 Actor "John Garfield" "Body and Soul" Nominee
1948 Actor "Gregory Peck" "Gentleman's Agreement" Nominee
1948 Actor "William Powell" "Life with Father" Nominee
1948 Actor "Michael Redgrave" "Mourning Becomes Electra" Nominee
1948 Actress "Loretta Young" "The Farmer's Daughter" Winner
1948 Actress "Joan Crawford" Possessed Nominee
1948 Actress "Susan Hayward" "Smash-Up--The Story of a Woman" Nominee
1948 Actress "Dorothy McGuire" "Gentleman's Agreement" Nominee
1948 Actress "Rosalind Russell" "Mourning Becomes Electra" Nominee
1948 Directing "Elia Kazan" "Gentleman's Agreement" Winner
1948 Directing "Henry Koster" "The Bishop's Wife" Nominee
1948 Directing "Edward Dmytryk" Crossfire Nominee
1948 Directing "George Cukor" "A Double Life" Nominee
1948 Directing "David Lean" "Great Expectations" Nominee
1948 "Best Motion Picture" "Gentleman's Agreement" "20th Century-Fox" Winner
1948 "Best Motion Picture" "The Bishop's Wife" "Samuel Goldwyn Productions" Nominee
1948 "Best Motion Picture" Crossfire "RKO Radio" Nominee
1948 "Best Motion Picture" "Great Expectations" "J. Arthur Rank-Cineguild" Nominee
1948 "Best Motion Picture" "Miracle on 34th Street" "20th Century-Fox" Nominee
1948 "Special Effects" "Green Dolphin StreetUnconquered" "Special Visual Effects by A. Arnold Gillespie, Warren Newcombe; Special Audible Effects by Douglas Shearer, Michael SteinoreSpecial Visual Effects by Farciot Edouart, Devereux Jennings, Gordon Jennings, Wallace Kelley, Paul Lerpae; Special Audible Effects by George Dutton" Winner
1948 "Special Effects" Unconquered "Special Visual Effects by Farciot Edouart, Devereux Jennings, Gordon Jennings, Wallace Kelley, Paul Lerpae; Special Audible Effects by George Dutton" Nominee
1949 Actor "Laurence Olivier" Hamlet Winner
1949 Actor "Lew Ayres" "Johnny Belinda" Nominee
1949 Actor "Montgomery Clift" "The Search" Nominee
1949 Actor "Dan Dailey" "When My Baby Smiles at Me" Nominee
1949 Actor "Clifton Webb" "Sitting Pretty" Nominee
1949 Actress "Jane Wyman" "Johnny Belinda" Winner
1949 Actress "Ingrid Bergman" "Joan of Arc" Nominee
1949 Actress "Olivia de Havilland" "The Snake Pit" Nominee
1949 Actress "Irene Dunne" "I Remember Mama" Nominee
1949 Actress "Barbara Stanwyck" "Sorry, Wrong Number" Nominee
1949 Directing "John Huston" "The Treasure of the Sierra Madre" Winner
1949 Directing "Laurence Olivier" Hamlet Nominee
1949 Directing "Jean Negulesco" "Johnny Belinda" Nominee
1949 Directing "Fred Zinnemann" "The Search" Nominee
1949 Directing "Anatole Litvak" "The Snake Pit" Nominee
1949 "Best Motion Picture" Hamlet "J. Arthur Rank-Two Cities Films" Winner
1949 "Best Motion Picture" "Johnny Belinda" "Warner Bros." Nominee
1949 "Best Motion Picture" "The Red Shoes" "J. Arthur Rank-Archers" Nominee
1949 "Best Motion Picture" "The Snake Pit" "20th Century-Fox" Nominee
1949 "Best Motion Picture" "The Treasure of the Sierra Madre" "Warner Bros." Nominee
1949 "Special Effects" "Portrait of JennieDeep Waters" "Special Visual Effects by Paul Eagler, J. McMillan Johnson, Russell Shearman, Clarence Slifer; Special Audible Effects by Charles Freeman, James G. StewartSpecial Visual Effects by Ralph Hammeras, Fred Sersen, Edward Snyder; Special Audible Effects by Roger Heman" Winner
1949 "Special Effects" "Deep Waters" "Special Visual Effects by Ralph Hammeras, Fred Sersen, Edward Snyder; Special Audible Effects by Roger Heman" Nominee
1950 Actor "Broderick Crawford" "All the King's Men" Winner
1950 Actor "Kirk Douglas" Champion Nominee
1950 Actor "Gregory Peck" "Twelve O'Clock High" Nominee
1950 Actor "Richard Todd" "The Hasty Heart" Nominee
1950 Actor "John Wayne" "Sands of Iwo Jima" Nominee
1950 Actress "Olivia de Havilland" "The Heiress" Winner
1950 Actress "Jeanne Crain" Pinky Nominee
1950 Actress "Susan Hayward" "My Foolish Heart" Nominee
1950 Actress "Deborah Kerr" "Edward, My Son" Nominee
1950 Actress "Loretta Young" "Come to the Stable" Nominee
1950 Directing "Joseph L. Mankiewicz" "A Letter to Three Wives" Winner
1950 Directing "Robert Rossen" "All the King's Men" Nominee
1950 Directing "William A. Wellman" Battleground Nominee
1950 Directing "Carol Reed" "The Fallen Idol" Nominee
1950 Directing "William Wyler" "The Heiress" Nominee
1950 "Best Motion Picture" "All the King's Men" "Robert Rossen Productions" Winner
1950 "Best Motion Picture" Battleground Metro-Goldwyn-Mayer Nominee
1950 "Best Motion Picture" "The Heiress" Paramount Nominee
1950 "Best Motion Picture" "A Letter to Three Wives" "20th Century-Fox" Nominee
1950 "Best Motion Picture" "Twelve O'Clock High" "20th Century-Fox" Nominee
1950 "Special Effects" "Mighty Joe YoungTulsa" "ARKO ProductionsWalter Wanger Pictures" Winner
1950 "Special Effects" Tulsa "Walter Wanger Pictures" Nominee
1951 Actor "José Ferrer" "Cyrano de Bergerac" Winner
1951 Actor "Louis Calhern" "The Magnificent Yankee" Nominee
1951 Actor "William Holden" "Sunset Blvd." Nominee
1951 Actor "James Stewart" Harvey Nominee
1951 Actor "Spencer Tracy" "Father of the Bride" Nominee
1951 Actress "Judy Holliday" "Born Yesterday" Winner
1951 Actress "Anne Baxter" "All about Eve" Nominee
1951 Actress "Bette Davis" "All about Eve" Nominee
1951 Actress "Eleanor Parker" Caged Nominee
1951 Actress "Gloria Swanson" "Sunset Blvd." Nominee
1951 Directing "Joseph L. Mankiewicz" "All about Eve" Winner
1951 Directing "John Huston" "The Asphalt Jungle" Nominee
1951 Directing "George Cukor" "Born Yesterday" Nominee
1951 Directing "Billy Wilder" "Sunset Blvd." Nominee
1951 Directing "Carol Reed" "The Third Man" Nominee
1951 "Best Motion Picture" "All about Eve" "20th Century-Fox" Winner
1951 "Best Motion Picture" "Born Yesterday" Columbia Nominee
1951 "Best Motion Picture" "Father of the Bride" Metro-Goldwyn-Mayer Nominee
1951 "Best Motion Picture" "King Solomon's Mines" Metro-Goldwyn-Mayer Nominee
1951 "Best Motion Picture" "Sunset Blvd." Paramount Nominee
1951 "Special Effects" "Destination MoonSamson and Delilah" "George Pal ProductionsCecil B. DeMille Productions" Winner
1951 "Special Effects" "Samson and Delilah" "Cecil B. DeMille Productions" Nominee
1952 Actor "Humphrey Bogart" "The African Queen" Winner
1952 Actor "Marlon Brando" "A Streetcar Named Desire" Nominee
1952 Actor "Montgomery Clift" "A Place in the Sun" Nominee
1952 Actor "Arthur Kennedy" "Bright Victory" Nominee
1952 Actor "Fredric March" "Death of a Salesman" Nominee
1952 Actress "Vivien Leigh" "A Streetcar Named Desire" Winner
1952 Actress "Katharine Hepburn" "The African Queen" Nominee
1952 Actress "Eleanor Parker" "Detective Story" Nominee
1952 Actress "Shelley Winters" "A Place in the Sun" Nominee
1952 Actress "Jane Wyman" "The Blue Veil" Nominee
1952 Directing "George Stevens" "A Place in the Sun" Winner
1952 Directing "John Huston" "The African Queen" Nominee
1952 Directing "Vincente Minnelli" "An American in Paris" Nominee
1952 Directing "William Wyler" "Detective Story" Nominee
1952 Directing "Elia Kazan" "A Streetcar Named Desire" Nominee
1952 "Best Motion Picture" "An American in Paris" "Arthur Freed, Producer" Winner
1952 "Best Motion Picture" "Decision before Dawn" "Anatole Litvak and Frank McCarthy, Producers" Nominee
1952 "Best Motion Picture" "A Place in the Sun" "George Stevens, Producer" Nominee
1952 "Best Motion Picture" "Quo Vadis" "Sam Zimbalist, Producer" Nominee
1952 "Best Motion Picture" "A Streetcar Named Desire" "Charles K. Feldman, Producer" Nominee
1952 "Special Effects" "When Worlds Collide" Paramount Winner
1952 "Special Effects"   Nominee
1953 Actor "Gary Cooper" "High Noon" Winner
1953 Actor "Marlon Brando" "Viva Zapata!" Nominee
1953 Actor "Kirk Douglas" "The Bad and the Beautiful" Nominee
1953 Actor "José Ferrer" "Moulin Rouge" Nominee
1953 Actor "Alec Guinness" "The Lavender Hill Mob" Nominee
1953 Actress "Shirley Booth" "Come Back, Little Sheba" Winner
1953 Actress "Joan Crawford" "Sudden Fear" Nominee
1953 Actress "Bette Davis" "The Star" Nominee
1953 Actress "Julie Harris" "The Member of the Wedding" Nominee
1953 Actress "Susan Hayward" "With a Song in My Heart" Nominee
1953 Directing "John Ford" "The Quiet Man" Winner
1953 Directing "Joseph L. Mankiewicz" "Five Fingers" Nominee
1953 Directing "Cecil B. DeMille" "The Greatest Show on Earth" Nominee
1953 Directing "Fred Zinnemann" "High Noon" Nominee
1953 Directing "John Huston" "Moulin Rouge" Nominee
1953 "Best Motion Picture" "The Greatest Show on Earth" "Cecil B. DeMille, Producer" Winner
1953 "Best Motion Picture" "High Noon" "Stanley Kramer, Producer" Nominee
1953 "Best Motion Picture" Ivanhoe "Pandro S. Berman, Producer" Nominee
1953 "Best Motion Picture" "Moulin Rouge" "Romulus Films" Nominee
1953 "Best Motion Picture" "The Quiet Man" "John Ford and Merian C. Cooper, Producers" Nominee
1953 "Special Effects" "Plymouth Adventure" Metro-Goldwyn-Mayer Winner
1953 "Special Effects"   Nominee
1954 Actor "William Holden" "Stalag 17" Winner
1954 Actor "Marlon Brando" "Julius Caesar" Nominee
1954 Actor "Richard Burton" "The Robe" Nominee
1954 Actor "Montgomery Clift" "From Here to Eternity" Nominee
1954 Actor "Burt Lancaster" "From Here to Eternity" Nominee
1954 Actress "Audrey Hepburn" "Roman Holiday" Winner
1954 Actress "Leslie Caron" Lili Nominee
1954 Actress "Ava Gardner" Mogambo Nominee
1954 Actress "Deborah Kerr" "From Here to Eternity" Nominee
1954 Actress "Maggie McNamara" "The Moon Is Blue" Nominee
1954 Directing "Fred Zinnemann" "From Here to Eternity" Winner
1954 Directing "Charles Walters" Lili Nominee
1954 Directing "William Wyler" "Roman Holiday" Nominee
1954 Directing "George Stevens" Shane Nominee
1954 Directing "Billy Wilder" "Stalag 17" Nominee
1954 "Best Motion Picture" "From Here to Eternity" "Buddy Adler, Producer" Winner
1954 "Best Motion Picture" "Julius Caesar" "John Houseman, Producer" Nominee
1954 "Best Motion Picture" "The Robe" "Frank Ross, Producer" Nominee
1954 "Best Motion Picture" "Roman Holiday" "William Wyler, Producer" Nominee
1954 "Best Motion Picture" Shane "George Stevens, Producer" Nominee
1954 "Special Effects" "The War of the Worlds" "Paramount Studio" Winner
1954 "Special Effects"   Nominee
1955 Actor "Marlon Brando" "On the Waterfront" Winner
1955 Actor "Humphrey Bogart" "The Caine Mutiny" Nominee
1955 Actor "Bing Crosby" "The Country Girl" Nominee
1955 Actor "James Mason" "A Star Is Born" Nominee
1955 Actor "Dan O'Herlihy" "Adventures of Robinson Crusoe" Nominee
1955 Actress "Grace Kelly" "The Country Girl" Winner
1955 Actress "Dorothy Dandridge" "Carmen Jones" Nominee
1955 Actress "Judy Garland" "A Star Is Born" Nominee
1955 Actress "Audrey Hepburn" Sabrina Nominee
1955 Actress "Jane Wyman" "Magnificent Obsession" Nominee
1955 Directing "Elia Kazan" "On the Waterfront" Winner
1955 Directing "George Seaton" "The Country Girl" Nominee
1955 Directing "William Wellman" "The High and the Mighty" Nominee
1955 Directing "Alfred Hitchcock" "Rear Window" Nominee
1955 Directing "Billy Wilder" Sabrina Nominee
1955 "Best Motion Picture" "On the Waterfront" "Sam Spiegel, Producer" Winner
1955 "Best Motion Picture" "The Caine Mutiny" "Stanley Kramer, Producer" Nominee
1955 "Best Motion Picture" "The Country Girl" "William Perlberg, Producer" Nominee
1955 "Best Motion Picture" "Seven Brides for Seven Brothers" "Jack Cummings, Producer" Nominee
1955 "Best Motion Picture" "Three Coins in the Fountain" "Sol C. Siegel, Producer" Nominee
1955 "Special Effects" "20,000 Leagues under the Sea" "Walt Disney Studios" Winner
1955 "Special Effects" "Hell and High Water" "20th Century-Fox Studio" Nominee
1955 "Special Effects" Them! "Warner Bros. Studio" Nominee
1956 Actor "Ernest Borgnine" Marty Winner
1956 Actor "James Cagney" "Love Me or Leave Me" Nominee
1956 Actor "James Dean" "East of Eden" Nominee
1956 Actor "Frank Sinatra" "The Man with the Golden Arm" Nominee
1956 Actor "Spencer Tracy" "Bad Day at Black Rock" Nominee
1956 Actress "Anna Magnani" "The Rose Tattoo" Winner
1956 Actress "Susan Hayward" "I'll Cry Tomorrow" Nominee
1956 Actress "Katharine Hepburn" Summertime Nominee
1956 Actress "Jennifer Jones" "Love Is a Many-Splendored Thing" Nominee
1956 Actress "Eleanor Parker" "Interrupted Melody" Nominee
1956 Directing "Delbert Mann" Marty Winner
1956 Directing "John Sturges" "Bad Day at Black Rock" Nominee
1956 Directing "Elia Kazan" "East of Eden" Nominee
1956 Directing "Joshua Logan" Picnic Nominee
1956 Directing "David Lean" Summertime Nominee
1956 "Best Motion Picture" Marty "Harold Hecht, Producer" Winner
1956 "Best Motion Picture" "Love Is a Many-Splendored Thing" "Buddy Adler, Producer" Nominee
1956 "Best Motion Picture" "Mister Roberts" "Leland Hayward, Producer" Nominee
1956 "Best Motion Picture" Picnic "Fred Kohlmar, Producer" Nominee
1956 "Best Motion Picture" "The Rose Tattoo" "Hal B. Wallis, Producer" Nominee
1956 "Special Effects" "The Bridges at Toko-Ri" "Paramount Studio" Winner
1956 "Special Effects" "The Dam Busters" "Associated British Picture Corporation, Ltd." Nominee
1956 "Special Effects" "The Rains of Ranchipur" "20th Century-Fox Studio" Nominee
1957 Actor "Yul Brynner" "The King and I" Winner
1957 Actor "James Dean" Giant Nominee
1957 Actor "Kirk Douglas" "Lust for Life" Nominee
1957 Actor "Rock Hudson" Giant Nominee
1957 Actor "Sir Laurence Olivier" "Richard III" Nominee
1957 Actress "Ingrid Bergman" Anastasia Winner
1957 Actress "Carroll Baker" "Baby Doll" Nominee
1957 Actress "Katharine Hepburn" "The Rainmaker" Nominee
1957 Actress "Nancy Kelly" "The Bad Seed" Nominee
1957 Actress "Deborah Kerr" "The King and I" Nominee
1957 Directing "George Stevens" Giant Winner
1957 Directing "Michael Anderson" "Around the World in 80 Days" Nominee
1957 Directing "William Wyler" "Friendly Persuasion" Nominee
1957 Directing "Walter Lang" "The King and I" Nominee
1957 Directing "King Vidor" "War and Peace" Nominee
1957 "Foreign Language Film" "La Strada" "Italy; Dino De Laurentiis and Carlo Ponti, Producers" Winner
1957 "Foreign Language Film" "The Captain of Kopenick" "Federal Republic of Germany - West; Gyula Trebitsch and Walter Koppel, Producers" Nominee
1957 "Foreign Language Film" Gervaise "France; Annie Dorfmann, Producer" Nominee
1957 "Foreign Language Film" "Harp of Burma" "Japan; Masayuki Takagi, Producer" Nominee
1957 "Foreign Language Film" Qivitoq "Denmark; O. Dalsgaard-Olsen, Producer" Nominee
1957 "Best Motion Picture" "Around the World in 80 Days" "Michael Todd, Producer" Winner
1957 "Best Motion Picture" "Friendly Persuasion" "William Wyler, Producer" Nominee
1957 "Best Motion Picture" Giant "George Stevens and Henry Ginsberg, Producers" Nominee
1957 "Best Motion Picture" "The King and I" "Charles Brackett, Producer" Nominee
1957 "Best Motion Picture" "The Ten Commandments" "Cecil B. DeMille, Producer" Nominee
1957 "Special Effects" "The Ten CommandmentsForbidden Planet" "John FultonA. Arnold Gillespie, Irving Ries, Wesley C. Miller" Winner
1957 "Special Effects" "Forbidden Planet" "A. Arnold Gillespie, Irving Ries, Wesley C. Miller" Nominee
1958 Actor "Alec Guinness" "The Bridge on the River Kwai" Winner
1958 Actor "Marlon Brando" Sayonara Nominee
1958 Actor "Anthony Franciosa" "A Hatful of Rain" Nominee
1958 Actor "Charles Laughton" "Witness for the Prosecution" Nominee
1958 Actor "Anthony Quinn" "Wild Is the Wind" Nominee
1958 Actress "Joanne Woodward" "The Three Faces of Eve" Winner
1958 Actress "Deborah Kerr" "Heaven Knows, Mr. Allison" Nominee
1958 Actress "Anna Magnani" "Wild Is the Wind" Nominee
1958 Actress "Elizabeth Taylor" "Raintree County" Nominee
1958 Actress "Lana Turner" "Peyton Place" Nominee
1958 Directing "David Lean" "The Bridge on the River Kwai" Winner
1958 Directing "Mark Robson" "Peyton Place" Nominee
1958 Directing "Joshua Logan" Sayonara Nominee
1958 Directing "Sidney Lumet" "12 Angry Men" Nominee
1958 Directing "Billy Wilder" "Witness for the Prosecution" Nominee
1958 "Foreign Language Film" "The Nights of Cabiria" Italy Winner
1958 "Foreign Language Film" "The Devil Came at Night" "West Germany" Nominee
1958 "Foreign Language Film" "Gates of Paris" France Nominee
1958 "Foreign Language Film" "Mother India" India Nominee
1958 "Foreign Language Film" "Nine Lives" Norway Nominee
1958 "Best Motion Picture" "The Bridge on the River Kwai" "Sam Spiegel, Producer" Winner
1958 "Best Motion Picture" "Peyton Place" "Jerry Wald, Producer" Nominee
1958 "Best Motion Picture" Sayonara "William Goetz, Producer" Nominee
1958 "Best Motion Picture" "12 Angry Men" "Henry Fonda and Reginald Rose, Producers" Nominee
1958 "Best Motion Picture" "Witness for the Prosecution" "Arthur Hornblow, Jr., Producer" Nominee
1958 "Special Effects" "The Enemy BelowThe Spirit of St. Louis" "Audible Effects by Walter RossiVisual Effects by Louis Lichtenfield" Winner
1958 "Special Effects" "The Spirit of St. Louis" "Visual Effects by Louis Lichtenfield" Nominee
1959 Actor "David Niven" "Separate Tables" Winner
1959 Actor "Tony Curtis" "The Defiant Ones" Nominee
1959 Actor "Paul Newman" "Cat on a Hot Tin Roof" Nominee
1959 Actor "Sidney Poitier" "The Defiant Ones" Nominee
1959 Actor "Spencer Tracy" "The Old Man and the Sea" Nominee
1959 Actress "Susan Hayward" "I Want to Live!" Winner
1959 Actress "Deborah Kerr" "Separate Tables" Nominee
1959 Actress "Shirley MacLaine" "Some Came Running" Nominee
1959 Actress "Rosalind Russell" "Auntie Mame" Nominee
1959 Actress "Elizabeth Taylor" "Cat on a Hot Tin Roof" Nominee
1959 Directing "Vincente Minnelli" Gigi Winner
1959 Directing "Richard Brooks" "Cat on a Hot Tin Roof" Nominee
1959 Directing "Stanley Kramer" "The Defiant Ones" Nominee
1959 Directing "Robert Wise" "I Want to Live!" Nominee
1959 Directing "Mark Robson" "The Inn of the Sixth Happiness" Nominee
1959 "Foreign Language Film" "My Uncle" France Winner
1959 "Foreign Language Film" "Arms and the Man" "West Germany" Nominee
1959 "Foreign Language Film" "La Venganza" Spain Nominee
1959 "Foreign Language Film" "The Road a Year Long" Yugoslavia Nominee
1959 "Foreign Language Film" "The Usual Unidentified Thieves" Italy Nominee
1959 "Best Motion Picture" Gigi "Arthur Freed, Producer" Winner
1959 "Best Motion Picture" "Auntie Mame" "Warner Bros." Nominee
1959 "Best Motion Picture" "Cat on a Hot Tin Roof" "Lawrence Weingarten, Producer" Nominee
1959 "Best Motion Picture" "The Defiant Ones" "Stanley Kramer, Producer" Nominee
1959 "Best Motion Picture" "Separate Tables" "Harold Hecht, Producer" Nominee
1959 "Special Effects" "tom thumbTorpedo Run" "Visual Effects by Tom HowardVisual Effects by A. Arnold Gillespie; Audible Effects by Harold Humbrock" Winner
1959 "Special Effects" "Torpedo Run" "Visual Effects by A. Arnold Gillespie; Audible Effects by Harold Humbrock" Nominee
1960 Actor "Charlton Heston" Ben-Hur Winner
1960 Actor "Laurence Harvey" "Room at the Top" Nominee
1960 Actor "Jack Lemmon" "Some Like It Hot" Nominee
1960 Actor "Paul Muni" "The Last Angry Man" Nominee
1960 Actor "James Stewart" "Anatomy of a Murder" Nominee
1960 Actress "Simone Signoret" "Room at the Top" Winner
1960 Actress "Doris Day" "Pillow Talk" Nominee
1960 Actress "Audrey Hepburn" "The Nun's Story" Nominee
1960 Actress "Katharine Hepburn" "Suddenly, Last Summer" Nominee
1960 Actress "Elizabeth Taylor" "Suddenly, Last Summer" Nominee
1960 Directing "William Wyler" Ben-Hur Winner
1960 Directing "George Stevens" "The Diary of Anne Frank" Nominee
1960 Directing "Fred Zinnemann" "The Nun's Story" Nominee
1960 Directing "Jack Clayton" "Room at the Top" Nominee
1960 Directing "Billy Wilder" "Some Like It Hot" Nominee
1960 "Foreign Language Film" "Black Orpheus" France Winner
1960 "Foreign Language Film" "The Bridge" "West Germany" Nominee
1960 "Foreign Language Film" "The Great War" Italy Nominee
1960 "Foreign Language Film" Paw Denmark Nominee
1960 "Foreign Language Film" "The Village on the River" "The Netherlands" Nominee
1960 "Best Motion Picture" Ben-Hur "Sam Zimbalist, Producer" Winner
1960 "Best Motion Picture" "Anatomy of a Murder" "Otto Preminger, Producer" Nominee
1960 "Best Motion Picture" "The Diary of Anne Frank" "George Stevens, Producer" Nominee
1960 "Best Motion Picture" "The Nun's Story" "Henry Blanke, Producer" Nominee
1960 "Best Motion Picture" "Room at the Top" "John Woolf and James Woolf, Producers" Nominee
1960 "Special Effects" "Ben-HurJourney to the Center of the Earth" "Visual Effects by A. Arnold Gillespie, Robert MacDonald; Audible Effects by Milo LoryVisual Effects by L. B. Abbott, James B. Gordon; Audible Effects by Carl Faulkner" Winner
1960 "Special Effects" "Journey to the Center of the Earth" "Visual Effects by L. B. Abbott, James B. Gordon; Audible Effects by Carl Faulkner" Nominee
1961 Actor "Burt Lancaster" "Elmer Gantry" Winner
1961 Actor "Trevor Howard" "Sons and Lovers" Nominee
1961 Actor "Jack Lemmon" "The Apartment" Nominee
1961 Actor "Laurence Olivier" "The Entertainer" Nominee
1961 Actor "Spencer Tracy" "Inherit the Wind" Nominee
1961 Actress "Elizabeth Taylor" "Butterfield 8" Winner
1961 Actress "Greer Garson" "Sunrise at Campobello" Nominee
1961 Actress "Deborah Kerr" "The Sundowners" Nominee
1961 Actress "Shirley MacLaine" "The Apartment" Nominee
1961 Actress "Melina Mercouri" "Never on Sunday" Nominee
1961 Directing "Billy Wilder" "The Apartment" Winner
1961 Directing "Jules Dassin" "Never on Sunday" Nominee
1961 Directing "Alfred Hitchcock" Psycho Nominee
1961 Directing "Jack Cardiff" "Sons and Lovers" Nominee
1961 Directing "Fred Zinnemann" "The Sundowners" Nominee
1961 "Foreign Language Film" "The Virgin Spring" Sweden Winner
1961 "Foreign Language Film" Kapo Italy Nominee
1961 "Foreign Language Film" "La Vérité " France Nominee
1961 "Foreign Language Film" Macario Mexico Nominee
1961 "Foreign Language Film" "The Ninth Circle" Yugoslavia Nominee
1961 "Best Motion Picture" "The Apartment" "Billy Wilder, Producer" Winner
1961 "Best Motion Picture" "The Alamo" "John Wayne, Producer" Nominee
1961 "Best Motion Picture" "Elmer Gantry" "Bernard Smith, Producer" Nominee
1961 "Best Motion Picture" "Sons and Lovers" "Jerry Wald, Producer" Nominee
1961 "Best Motion Picture" "The Sundowners" "Fred Zinnemann, Producer" Nominee
1961 "Special Effects" "The Time MachineThe Last Voyage" "Visual Effects by Gene Warren, Tim BaarVisual Effects by A.J. Lohman" Winner
1961 "Special Effects" "The Last Voyage" "Visual Effects by A.J. Lohman" Nominee
1962 Actor "Maximilian Schell" "Judgment at Nuremberg" Winner
1962 Actor "Charles Boyer" Fanny Nominee
1962 Actor "Paul Newman" "The Hustler" Nominee
1962 Actor "Spencer Tracy" "Judgment at Nuremberg" Nominee
1962 Actor "Stuart Whitman" "The Mark" Nominee
1962 Actress "Sophia Loren" "Two Women" Winner
1962 Actress "Audrey Hepburn" "Breakfast at Tiffany's" Nominee
1962 Actress "Piper Laurie" "The Hustler" Nominee
1962 Actress "Geraldine Page" "Summer and Smoke" Nominee
1962 Actress "Natalie Wood" "Splendor in the Grass" Nominee
1962 Directing "Robert Wise, Jerome Robbins" "West Side Story" Winner
1962 Directing "J. Lee Thompson" "The Guns of Navarone" Nominee
1962 Directing "Robert Rossen" "The Hustler" Nominee
1962 Directing "Stanley Kramer" "Judgment at Nuremberg" Nominee
1962 Directing "Federico Fellini" "La Dolce Vita" Nominee
1962 "Foreign Language Film" "Through a Glass Darkly" Sweden Winner
1962 "Foreign Language Film" "Harry and the Butler" Denmark Nominee
1962 "Foreign Language Film" "Immortal Love" Japan Nominee
1962 "Foreign Language Film" "The Important Man" Mexico Nominee
1962 "Foreign Language Film" Placido Spain Nominee
1962 "Best Motion Picture" "West Side Story" "Robert Wise, Producer" Winner
1962 "Best Motion Picture" Fanny "Joshua Logan, Producer" Nominee
1962 "Best Motion Picture" "The Guns of Navarone" "Carl Foreman, Producer" Nominee
1962 "Best Motion Picture" "The Hustler" "Robert Rossen, Producer" Nominee
1962 "Best Motion Picture" "Judgment at Nuremberg" "Stanley Kramer, Producer" Nominee
1962 "Special Effects" "The Guns of NavaroneThe Absent Minded Professor" "Visual Effects by Bill Warrington; Audible Effects by Vivian C. GreenhamVisual Effects by Robert A. Mattey, Eustace Lycett" Winner
1962 "Special Effects" "The Absent Minded Professor" "Visual Effects by Robert A. Mattey, Eustace Lycett" Nominee
